workerId,problem,treatment,domain,question,options,response,correct
184,7,5,3,15,"[29, 35, 41, 47]","[[35, 47, 29, 41], [35]]",False
184,8,5,1,16,"[31, 37, 43, 49]","[[31, 43, 49, 37], [31]]",True
184,9,5,1,9,"[17, 23, 29, 35]","[[29, 35, 17, 23], [29]]",False
184,10,5,3,7,"[13, 19, 25, 31]","[[25, 13, 19, 31], [25]]",False
185,1,4,3,14,"[27, 33, 39, 45]","[[39, 33, 27, 45], []]",False
185,2,4,1,9,"[17, 23, 29, 35]","[[35, 17, 23, 29], []]",False
185,3,4,1,7,"[13, 19, 25, 31]","[[13, 19, 31, 25], []]",True
185,4,4,2,5,"[9, 15, 21, 27]","[[15, 21, 9, 27], []]",False
185,5,4,1,11,"[21, 27, 33, 39]","[[39, 33, 21, 27], []]",False
185,6,3,3,20,"[32, 38, 44, 50]","[[32], [50, 32, 38, 44]]",True
185,7,3,1,10,"[19, 25, 31, 37]","[[37], [19, 37, 25, 31]]",False
185,8,3,1,15,"[29, 35, 41, 47]","[[35], [41, 29, 35, 47]]",False
185,9,3,2,10,"[19, 25, 31, 37]","[[31], [37, 31, 19, 25]]",False
185,10,3,1,2,"[3, 9, 15, 21]","[[3], [3, 9, 15, 21]]",True
186,1,5,3,4,"[7, 13, 19, 25]","[[25, 7, 19, 13], [7]]",False
186,2,5,2,16,"[31, 37, 43, 49]","[[31, 37, 49, 43], [31]]",True
186,3,5,3,20,"[32, 38, 44, 50]","[[38, 44, 50, 32], [38]]",False
186,4,5,2,2,"[3, 9, 15, 21]","[[9, 21, 15, 3], [15]]",False
186,5,5,3,6,"[11, 17, 23, 29]","[[17, 11, 23, 29], [11]]",False
186,6,3,3,6,"[11, 17, 23, 29]","[[17], [11, 17, 23, 29]]",False
186,7,3,2,19,"[22, 28, 34, 40]","[[22], [22, 28, 34, 40]]",True
186,8,3,3,2,"[3, 9, 15, 21]","[[15], [15, 3, 21, 9]]",False
186,9,3,2,1,"[1, 7, 13, 19]","[[1], [1, 7, 13, 19]]",True
186,10,3,3,9,"[17, 23, 29, 35]","[[35], [17, 35, 23, 29]]",False
187,1,6,2,8,"[15, 21, 27, 33]","[[15, 27, 21, 33], [27, 15, 33, 21]]",True
187,2,6,1,20,"[32, 38, 44, 50]","[[38, 32, 44, 50], [38, 44, 32, 50]]",False
187,3,6,2,3,"[5, 11, 17, 23]","[[5, 23, 17, 11], [5, 11, 23, 17]]",True
187,4,6,1,14,"[27, 33, 39, 45]","[[33, 39, 45, 27], [33, 39, 45, 27]]",False
187,5,6,1,6,"[11, 17, 23, 29]","[[17, 11, 29, 23], [11, 17, 29, 23]]",False
187,6,2,2,5,"[9, 15, 21, 27]","[[15], [15]]",False
187,7,2,1,4,"[7, 13, 19, 25]","[[19], [19]]",False
187,8,2,2,1,"[1, 7, 13, 19]","[[7], [1]]",False
187,9,2,1,8,"[15, 21, 27, 33]","[[21], [21]]",False
187,10,2,1,11,"[21, 27, 33, 39]","[[21], [21]]",True
188,1,4,2,2,"[3, 9, 15, 21]","[[21, 15, 3, 9], []]",False
188,2,4,2,18,"[12, 18, 24, 30]","[[12, 30, 24, 18], []]",True
188,3,4,3,1,"[1, 7, 13, 19]","[[19, 13, 7, 1], []]",False
188,4,4,1,6,"[11, 17, 23, 29]","[[11, 29, 23, 17], []]",True
188,5,4,1,14,"[27, 33, 39, 45]","[[39, 45, 27, 33], []]",False
188,6,1,2,15,"[29, 35, 41, 47]","[[35], []]",False
188,7,1,2,10,"[19, 25, 31, 37]","[[31], []]",False
188,8,1,3,18,"[12, 18, 24, 30]","[[30], []]",False
188,9,1,1,12,"[23, 29, 35, 41]","[[41], []]",False
188,10,1,1,18,"[12, 18, 24, 30]","[[18], []]",False
189,1,5,2,5,"[9, 15, 21, 27]","[[15, 27, 21, 9], [15]]",False
189,2,5,2,8,"[15, 21, 27, 33]","[[15, 33, 27, 21], [33]]",True
189,3,5,1,3,"[5, 11, 17, 23]","[[11, 5, 17, 23], [5]]",False
189,4,5,2,13,"[25, 31, 37, 43]","[[37, 31, 25, 43], [31]]",False
189,5,5,2,20,"[32, 38, 44, 50]","[[38, 32, 44, 50], [32]]",False
189,6,2,2,8,"[15, 21, 27, 33]","[[15], [33]]",True
189,7,2,2,11,"[21, 27, 33, 39]","[[33], [27]]",False
189,8,2,1,10,"[19, 25, 31, 37]","[[19], [25]]",True
189,9,2,2,13,"[25, 31, 37, 43]","[[37], [31]]",False
189,10,2,2,9,"[17, 23, 29, 35]","[[17], [35]]",True
190,1,5,3,1,"[1, 7, 13, 19]","[[1, 7, 19, 13], [7]]",True
190,2,5,3,7,"[13, 19, 25, 31]","[[25, 19, 13, 31], [19]]",False
190,3,5,3,8,"[15, 21, 27, 33]","[[15, 33, 21, 27], [15]]",True
190,4,5,2,10,"[19, 25, 31, 37]","[[31, 37, 19, 25], [31]]",False
190,5,5,1,2,"[3, 9, 15, 21]","[[3, 9, 15, 21], [3]]",True
190,6,3,3,8,"[15, 21, 27, 33]","[[15], [33, 15, 21, 27]]",True
190,7,3,3,6,"[11, 17, 23, 29]","[[23], [11, 23, 29, 17]]",False
190,8,3,3,11,"[21, 27, 33, 39]","[[33], [21, 33, 39, 27]]",False
190,9,3,2,13,"[25, 31, 37, 43]","[[31], [31, 37, 43, 25]]",False
190,10,3,1,7,"[13, 19, 25, 31]","[[13], [13, 25, 31, 19]]",True
191,1,2,1,8,"[15, 21, 27, 33]","[[21], [21]]",False
191,2,2,3,8,"[15, 21, 27, 33]","[[21], [15]]",False
191,3,2,1,10,"[19, 25, 31, 37]","[[25], [19]]",False
191,4,2,2,2,"[3, 9, 15, 21]","[[3], [15]]",True
191,5,2,1,13,"[25, 31, 37, 43]","[[25], [25]]",True
191,6,1,1,13,"[25, 31, 37, 43]","[[25], []]",True
191,7,1,3,19,"[22, 28, 34, 40]","[[28], []]",False
191,8,1,1,8,"[15, 21, 27, 33]","[[15], []]",True
191,9,1,2,19,"[22, 28, 34, 40]","[[28], []]",False
191,10,1,1,20,"[32, 38, 44, 50]","[[44], []]",False
192,1,4,3,1,"[1, 7, 13, 19]","[[1, 19, 7, 13], []]",True
192,2,4,3,19,"[22, 28, 34, 40]","[[22, 40, 34, 28], []]",True
192,3,4,1,8,"[15, 21, 27, 33]","[[21, 15, 33, 27], []]",False
192,4,4,3,6,"[11, 17, 23, 29]","[[17, 29, 23, 11], []]",False
192,5,4,1,9,"[17, 23, 29, 35]","[[17, 29, 23, 35], []]",True
192,6,1,3,20,"[32, 38, 44, 50]","[[38], []]",False
192,7,1,3,2,"[3, 9, 15, 21]","[[15], []]",False
192,8,1,1,20,"[32, 38, 44, 50]","[[50], []]",False
192,9,1,3,6,"[11, 17, 23, 29]","[[17], []]",False
192,10,1,1,1,"[1, 7, 13, 19]","[[1], []]",True
193,1,2,3,15,"[29, 35, 41, 47]","[[35], [41]]",False
193,2,2,3,19,"[22, 28, 34, 40]","[[28], [34]]",False
193,3,2,2,17,"[2, 8, 14, 20]","[[2], [2]]",True
193,4,2,2,12,"[23, 29, 35, 41]","[[35], [35]]",False
193,5,2,3,7,"[13, 19, 25, 31]","[[13], [31]]",True
193,6,6,3,4,"[7, 13, 19, 25]","[[7, 13, 25, 19], [7, 25, 13, 19]]",True
193,7,6,3,19,"[22, 28, 34, 40]","[[28, 40, 34, 22], [40, 28, 34, 22]]",False
193,8,6,2,17,"[2, 8, 14, 20]","[[2, 20, 14, 8], [2, 20, 14, 8]]",True
193,9,6,2,19,"[22, 28, 34, 40]","[[28, 40, 34, 22], [28, 34, 40, 22]]",False
193,10,6,3,2,"[3, 9, 15, 21]","[[3, 15, 21, 9], [15, 3, 21, 9]]",True
194,1,3,2,12,"[23, 29, 35, 41]","[[35], [35, 23, 41, 29]]",False
194,2,3,2,17,"[2, 8, 14, 20]","[[2], [8, 14, 2, 20]]",True
194,3,3,1,10,"[19, 25, 31, 37]","[[25], [19, 25, 31, 37]]",False
194,4,3,2,15,"[29, 35, 41, 47]","[[35], [35, 47, 41, 29]]",False
194,5,3,1,2,"[3, 9, 15, 21]","[[9], [9, 3, 21, 15]]",False
194,6,2,2,7,"[13, 19, 25, 31]","[[31], [31]]",False
194,7,2,2,11,"[21, 27, 33, 39]","[[33], [33]]",False
194,8,2,1,13,"[25, 31, 37, 43]","[[25], [31]]",True
194,9,2,2,14,"[27, 33, 39, 45]","[[33], [33]]",False
194,10,2,1,18,"[12, 18, 24, 30]","[[18], [18]]",False
195,1,6,1,12,"[23, 29, 35, 41]","[[41, 35, 29, 23], [35, 41, 23, 29]]",False
195,2,6,2,4,"[7, 13, 19, 25]","[[19, 7, 13, 25], [19, 13, 7, 25]]",False
195,3,6,2,9,"[17, 23, 29, 35]","[[35, 23, 17, 29], [35, 23, 29, 17]]",False
195,4,6,3,15,"[29, 35, 41, 47]","[[29, 35, 41, 47], [29, 35, 41, 47]]",True
195,5,6,2,17,"[2, 8, 14, 20]","[[8, 14, 20, 2], [14, 8, 20, 2]]",False
195,6,2,1,9,"[17, 23, 29, 35]","[[17], [35]]",True
195,7,2,2,14,"[27, 33, 39, 45]","[[33], [45]]",False
195,8,2,2,16,"[31, 37, 43, 49]","[[49], [37]]",False
195,9,2,3,18,"[12, 18, 24, 30]","[[30], [12]]",False
195,10,2,2,2,"[3, 9, 15, 21]","[[15], [9]]",False
196,1,3,3,18,"[12, 18, 24, 30]","[[30], [24, 12, 18, 30]]",False
196,2,3,1,2,"[3, 9, 15, 21]","[[3], [3, 9, 21, 15]]",True
196,3,3,1,6,"[11, 17, 23, 29]","[[11], [11, 17, 23, 29]]",True
196,4,3,2,18,"[12, 18, 24, 30]","[[24], [24, 30, 18, 12]]",False
196,5,3,3,2,"[3, 9, 15, 21]","[[15], [15, 3, 21, 9]]",False
196,6,4,3,10,"[19, 25, 31, 37]","[[31, 19, 37, 25], []]",False
196,7,4,1,8,"[15, 21, 27, 33]","[[21, 15, 27, 33], []]",False
196,8,4,1,1,"[1, 7, 13, 19]","[[1, 7, 13, 19], []]",True
196,9,4,2,10,"[19, 25, 31, 37]","[[19, 31, 37, 25], []]",True
196,10,4,3,6,"[11, 17, 23, 29]","[[29, 17, 11, 23], []]",False
197,1,3,3,9,"[17, 23, 29, 35]","[[29], [29, 23, 35, 17]]",False
197,2,3,1,8,"[15, 21, 27, 33]","[[27], [27, 15, 33, 21]]",False
197,3,3,1,7,"[13, 19, 25, 31]","[[25], [25, 13, 19, 31]]",False
197,4,3,3,15,"[29, 35, 41, 47]","[[29], [29, 47, 35, 41]]",True
197,5,3,1,20,"[32, 38, 44, 50]","[[44], [44, 50, 38, 32]]",False
197,6,5,3,17,"[2, 8, 14, 20]","[[20, 2, 14, 8], [20]]",False
197,7,5,1,17,"[2, 8, 14, 20]","[[2, 14, 20, 8], [2]]",True
197,8,5,1,7,"[13, 19, 25, 31]","[[25, 19, 31, 13], [25]]",False
197,9,5,3,5,"[9, 15, 21, 27]","[[15, 21, 27, 9], [15]]",False
197,10,5,1,1,"[1, 7, 13, 19]","[[1, 7, 19, 13], [1]]",True
198,1,3,3,12,"[23, 29, 35, 41]","[[41], [41, 35, 23, 29]]",False
198,2,3,1,14,"[27, 33, 39, 45]","[[45], [45, 27, 33, 39]]",False
198,3,3,1,8,"[15, 21, 27, 33]","[[21], [21, 33, 27, 15]]",False
198,4,3,2,9,"[17, 23, 29, 35]","[[35], [35, 29, 23, 17]]",False
198,5,3,3,5,"[9, 15, 21, 27]","[[15], [15, 21, 27, 9]]",False
198,6,6,3,1,"[1, 7, 13, 19]","[[1, 7, 19, 13], [1, 7, 19, 13]]",True
198,7,6,1,14,"[27, 33, 39, 45]","[[45, 33, 27, 39], [45, 33, 27, 39]]",False
198,8,6,1,11,"[21, 27, 33, 39]","[[21, 33, 27, 39], [21, 33, 27, 39]]",True
198,9,6,2,12,"[23, 29, 35, 41]","[[35, 29, 23, 41], [35, 23, 41, 29]]",False
198,10,6,3,6,"[11, 17, 23, 29]","[[17, 11, 23, 29], [17, 23, 11, 29]]",False
199,1,5,2,11,"[21, 27, 33, 39]","[[33, 21, 39, 27], [33]]",False
199,2,5,1,11,"[21, 27, 33, 39]","[[21, 33, 39, 27], [21]]",True
199,3,5,3,11,"[21, 27, 33, 39]","[[21, 27, 39, 33], [21]]",True
199,4,5,1,13,"[25, 31, 37, 43]","[[31, 43, 25, 37], [31]]",False
199,5,5,2,1,"[1, 7, 13, 19]","[[1, 7, 19, 13], [1]]",True
199,6,4,2,3,"[5, 11, 17, 23]","[[5, 17, 11, 23], []]",True
199,7,4,1,1,"[1, 7, 13, 19]","[[1, 13, 19, 7], []]",True
199,8,4,3,1,"[1, 7, 13, 19]","[[1, 13, 19, 7], []]",True
199,9,4,1,9,"[17, 23, 29, 35]","[[29, 17, 35, 23], []]",False
199,10,4,2,1,"[1, 7, 13, 19]","[[1, 7, 19, 13], []]",True
200,1,2,3,8,"[15, 21, 27, 33]","[[15], [15]]",True
200,2,2,1,8,"[15, 21, 27, 33]","[[21], [21]]",False
200,3,2,1,15,"[29, 35, 41, 47]","[[29], [41]]",True
200,4,2,1,12,"[23, 29, 35, 41]","[[29], [29]]",False
200,5,2,2,6,"[11, 17, 23, 29]","[[17], [23]]",False
200,6,5,3,2,"[3, 9, 15, 21]","[[15, 3, 21, 9], [15]]",False
200,7,5,1,1,"[1, 7, 13, 19]","[[1, 19, 13, 7], [1]]",True
200,8,5,1,9,"[17, 23, 29, 35]","[[29, 17, 35, 23], [29]]",False
200,9,5,1,13,"[25, 31, 37, 43]","[[25, 37, 43, 31], [25]]",True
200,10,5,2,10,"[19, 25, 31, 37]","[[19, 31, 25, 37], [19]]",True
201,1,4,1,12,"[23, 29, 35, 41]","[[29, 35, 41, 23], []]",False
201,2,4,2,9,"[17, 23, 29, 35]","[[29, 23, 17, 35], []]",False
201,3,4,2,14,"[27, 33, 39, 45]","[[39, 33, 45, 27], []]",False
201,4,4,1,18,"[12, 18, 24, 30]","[[24, 30, 12, 18], []]",False
201,5,4,3,4,"[7, 13, 19, 25]","[[7, 13, 25, 19], []]",True
201,6,1,1,17,"[2, 8, 14, 20]","[[14], []]",False
201,7,1,2,8,"[15, 21, 27, 33]","[[15], []]",True
201,8,1,2,12,"[23, 29, 35, 41]","[[23], []]",True
201,9,1,1,9,"[17, 23, 29, 35]","[[29], []]",False
201,10,1,3,1,"[1, 7, 13, 19]","[[7], []]",False
202,1,4,3,14,"[27, 33, 39, 45]","[[45, 39, 33, 27], []]",False
202,2,4,3,19,"[22, 28, 34, 40]","[[28, 34, 40, 22], []]",False
202,3,4,2,4,"[7, 13, 19, 25]","[[19, 13, 25, 7], []]",False
202,4,4,2,3,"[5, 11, 17, 23]","[[23, 5, 11, 17], []]",False
202,5,4,2,16,"[31, 37, 43, 49]","[[31, 43, 37, 49], []]",True
202,6,6,3,17,"[2, 8, 14, 20]","[[14, 20, 2, 8], [14, 8, 20, 2]]",False
202,7,6,3,1,"[1, 7, 13, 19]","[[7, 1, 19, 13], [19, 1, 13, 7]]",False
202,8,6,2,4,"[7, 13, 19, 25]","[[19, 13, 25, 7], [7, 25, 19, 13]]",False
202,9,6,2,5,"[9, 15, 21, 27]","[[9, 27, 21, 15], [15, 27, 21, 9]]",True
202,10,6,2,19,"[22, 28, 34, 40]","[[28, 22, 34, 40], [22, 28, 34, 40]]",False
203,1,5,1,15,"[29, 35, 41, 47]","[[41, 29, 35, 47], [41]]",False
203,2,5,2,2,"[3, 9, 15, 21]","[[15, 21, 9, 3], [21]]",False
203,3,5,2,14,"[27, 33, 39, 45]","[[33, 27, 39, 45], [33]]",False
203,4,5,3,4,"[7, 13, 19, 25]","[[13, 7, 25, 19], [13]]",False
203,5,5,1,6,"[11, 17, 23, 29]","[[11, 17, 29, 23], [11]]",True
203,6,2,1,3,"[5, 11, 17, 23]","[[11], [11]]",False
203,7,2,2,12,"[23, 29, 35, 41]","[[35], [35]]",False
203,8,2,2,11,"[21, 27, 33, 39]","[[33], [33]]",False
203,9,2,3,7,"[13, 19, 25, 31]","[[25], [13]]",False
203,10,2,1,1,"[1, 7, 13, 19]","[[7], [13]]",False
204,1,4,1,8,"[15, 21, 27, 33]","[[15, 27, 21, 33], []]",True
204,2,4,2,11,"[21, 27, 33, 39]","[[21, 27, 33, 39], []]",True
204,3,4,3,15,"[29, 35, 41, 47]","[[35, 41, 47, 29], []]",False
204,4,4,3,8,"[15, 21, 27, 33]","[[21, 27, 15, 33], []]",False
204,5,4,2,4,"[7, 13, 19, 25]","[[7, 25, 13, 19], []]",True
204,6,6,1,12,"[23, 29, 35, 41]","[[41, 29, 23, 35], [41, 29, 35, 23]]",False
204,7,6,2,10,"[19, 25, 31, 37]","[[25, 37, 31, 19], [25, 37, 31, 19]]",False
204,8,6,3,15,"[29, 35, 41, 47]","[[35, 41, 29, 47], [41, 35, 29, 47]]",False
204,9,6,3,8,"[15, 21, 27, 33]","[[21, 27, 15, 33], [21, 33, 27, 15]]",False
204,10,6,2,2,"[3, 9, 15, 21]","[[15, 21, 9, 3], [21, 15, 3, 9]]",False
205,1,1,3,9,"[17, 23, 29, 35]","[[35], []]",False
205,2,1,1,4,"[7, 13, 19, 25]","[[13], []]",False
205,3,1,1,14,"[27, 33, 39, 45]","[[39], []]",False
205,4,1,2,9,"[17, 23, 29, 35]","[[35], []]",False
205,5,1,2,11,"[21, 27, 33, 39]","[[33], []]",False
205,6,3,3,7,"[13, 19, 25, 31]","[[25], [25, 19, 13, 31]]",False
205,7,3,1,1,"[1, 7, 13, 19]","[[1], [1, 13, 7, 19]]",True
205,8,3,1,16,"[31, 37, 43, 49]","[[31], [31, 37, 43, 49]]",True
205,9,3,2,6,"[11, 17, 23, 29]","[[11], [11, 29, 23, 17]]",True
205,10,3,2,11,"[21, 27, 33, 39]","[[33], [33, 39, 21, 27]]",False
206,1,1,2,8,"[15, 21, 27, 33]","[[33], []]",False
206,2,1,1,5,"[9, 15, 21, 27]","[[9], []]",True
206,3,1,2,14,"[27, 33, 39, 45]","[[33], []]",False
206,4,1,2,18,"[12, 18, 24, 30]","[[30], []]",False
206,5,1,1,18,"[12, 18, 24, 30]","[[30], []]",False
206,6,4,2,16,"[31, 37, 43, 49]","[[31, 43, 49, 37], []]",True
206,7,4,1,2,"[3, 9, 15, 21]","[[3, 9, 15, 21], []]",True
206,8,4,2,3,"[5, 11, 17, 23]","[[5, 17, 11, 23], []]",True
206,9,4,2,4,"[7, 13, 19, 25]","[[19, 7, 13, 25], []]",False
206,10,4,1,10,"[19, 25, 31, 37]","[[25, 19, 37, 31], []]",False
207,1,2,3,9,"[17, 23, 29, 35]","[[35], [23]]",False
207,2,2,1,8,"[15, 21, 27, 33]","[[27], [21]]",False
207,3,2,1,5,"[9, 15, 21, 27]","[[9], [9]]",True
207,4,2,1,14,"[27, 33, 39, 45]","[[39], [27]]",False
207,5,2,3,3,"[5, 11, 17, 23]","[[11], [23]]",False
207,6,3,3,19,"[22, 28, 34, 40]","[[28], [40, 28, 22, 34]]",False
207,7,3,1,18,"[12, 18, 24, 30]","[[30], [30, 18, 24, 12]]",False
207,8,3,1,15,"[29, 35, 41, 47]","[[41], [41, 47, 35, 29]]",False
207,9,3,1,16,"[31, 37, 43, 49]","[[37], [37, 31, 49, 43]]",False
207,10,3,3,17,"[2, 8, 14, 20]","[[2], [2, 20, 14, 8]]",True
208,1,1,1,9,"[17, 23, 29, 35]","[[17], []]",True
208,2,1,1,1,"[1, 7, 13, 19]","[[1], []]",True
208,3,1,3,6,"[11, 17, 23, 29]","[[11], []]",True
208,4,1,1,20,"[32, 38, 44, 50]","[[32], []]",True
208,5,1,3,15,"[29, 35, 41, 47]","[[35], []]",False
208,6,5,1,3,"[5, 11, 17, 23]","[[5, 11, 17, 23], [11]]",True
208,7,5,1,1,"[1, 7, 13, 19]","[[1, 13, 19, 7], [1]]",True
208,8,5,3,1,"[1, 7, 13, 19]","[[1, 19, 7, 13], [19]]",True
208,9,5,1,2,"[3, 9, 15, 21]","[[9, 3, 21, 15], [9]]",False
208,10,5,3,2,"[3, 9, 15, 21]","[[21, 3, 15, 9], [21]]",False
209,1,1,2,11,"[21, 27, 33, 39]","[[27], []]",False
209,2,1,3,16,"[31, 37, 43, 49]","[[31], []]",True
209,3,1,3,6,"[11, 17, 23, 29]","[[17], []]",False
209,4,1,1,18,"[12, 18, 24, 30]","[[24], []]",False
209,5,1,1,20,"[32, 38, 44, 50]","[[38], []]",False
209,6,6,2,10,"[19, 25, 31, 37]","[[25, 37, 19, 31], [25, 37, 31, 19]]",False
209,7,6,3,4,"[7, 13, 19, 25]","[[19, 25, 7, 13], [19, 7, 25, 13]]",False
209,8,6,3,9,"[17, 23, 29, 35]","[[29, 35, 17, 23], [29, 35, 17, 23]]",False
209,9,6,1,20,"[32, 38, 44, 50]","[[38, 50, 44, 32], [38, 44, 32, 50]]",False
209,10,6,1,8,"[15, 21, 27, 33]","[[21, 15, 33, 27], [21, 15, 27, 33]]",False
210,1,5,3,16,"[31, 37, 43, 49]","[[49, 43, 31, 37], [49]]",False
210,2,5,1,12,"[23, 29, 35, 41]","[[35, 41, 23, 29], [29]]",False
210,3,5,2,3,"[5, 11, 17, 23]","[[5, 11, 23, 17], [5]]",True
210,4,5,3,2,"[3, 9, 15, 21]","[[3, 15, 21, 9], [3]]",True
210,5,5,2,19,"[22, 28, 34, 40]","[[22, 34, 40, 28], [22]]",True
210,6,1,3,7,"[13, 19, 25, 31]","[[31], []]",False
210,7,1,1,4,"[7, 13, 19, 25]","[[7], []]",True
210,8,1,2,1,"[1, 7, 13, 19]","[[1], []]",True
210,9,1,3,20,"[32, 38, 44, 50]","[[38], []]",False
210,10,1,2,11,"[21, 27, 33, 39]","[[27], []]",False
211,1,4,1,7,"[13, 19, 25, 31]","[[19, 31, 13, 25], []]",False
211,2,4,2,8,"[15, 21, 27, 33]","[[15, 21, 33, 27], []]",True
211,3,4,2,9,"[17, 23, 29, 35]","[[17, 35, 29, 23], []]",True
211,4,4,3,7,"[13, 19, 25, 31]","[[31, 19, 25, 13], []]",False
211,5,4,2,6,"[11, 17, 23, 29]","[[23, 11, 29, 17], []]",False
211,6,5,1,20,"[32, 38, 44, 50]","[[32, 38, 44, 50], [50]]",True
211,7,5,2,15,"[29, 35, 41, 47]","[[35, 41, 29, 47], [41]]",False
211,8,5,2,7,"[13, 19, 25, 31]","[[31, 25, 19, 13], [19]]",False
211,9,5,3,20,"[32, 38, 44, 50]","[[38, 50, 32, 44], [50]]",False
211,10,5,2,3,"[5, 11, 17, 23]","[[5, 23, 17, 11], [23]]",True
212,1,1,1,12,"[23, 29, 35, 41]","[[41], []]",False
212,2,1,2,17,"[2, 8, 14, 20]","[[8], []]",False
212,3,1,2,10,"[19, 25, 31, 37]","[[19], []]",True
212,4,1,3,12,"[23, 29, 35, 41]","[[35], []]",False
212,5,1,1,17,"[2, 8, 14, 20]","[[2], []]",True
212,6,5,1,16,"[31, 37, 43, 49]","[[49, 31, 43, 37], [49]]",False
212,7,5,2,4,"[7, 13, 19, 25]","[[19, 7, 13, 25], [7]]",False
212,8,5,2,1,"[1, 7, 13, 19]","[[1, 19, 7, 13], [1]]",True
212,9,5,3,1,"[1, 7, 13, 19]","[[19, 7, 1, 13], [7]]",False
212,10,5,1,1,"[1, 7, 13, 19]","[[1, 19, 7, 13], [19]]",True
213,1,6,3,7,"[13, 19, 25, 31]","[[19, 13, 31, 25], [31, 19, 25, 13]]",False
213,2,6,2,2,"[3, 9, 15, 21]","[[3, 15, 9, 21], [15, 3, 9, 21]]",True
213,3,6,1,2,"[3, 9, 15, 21]","[[3, 21, 9, 15], [3, 21, 9, 15]]",True
213,4,6,3,5,"[9, 15, 21, 27]","[[15, 21, 27, 9], [27, 21, 15, 9]]",False
213,5,6,1,10,"[19, 25, 31, 37]","[[37, 25, 19, 31], [19, 37, 31, 25]]",False
213,6,3,3,5,"[9, 15, 21, 27]","[[15], [15, 21, 27, 9]]",False
213,7,3,2,18,"[12, 18, 24, 30]","[[30], [18, 30, 24, 12]]",False
213,8,3,1,1,"[1, 7, 13, 19]","[[1], [1, 19, 7, 13]]",True
213,9,3,3,10,"[19, 25, 31, 37]","[[37], [37, 31, 19, 25]]",False
213,10,3,1,7,"[13, 19, 25, 31]","[[19], [25, 19, 31, 13]]",False
214,1,5,2,18,"[12, 18, 24, 30]","[[18, 30, 12, 24], [18]]",False
214,2,5,3,14,"[27, 33, 39, 45]","[[39, 27, 33, 45], [27]]",False
214,3,5,3,5,"[9, 15, 21, 27]","[[15, 27, 21, 9], [15]]",False
214,4,5,1,9,"[17, 23, 29, 35]","[[17, 23, 29, 35], [17]]",True
214,5,5,3,15,"[29, 35, 41, 47]","[[41, 35, 47, 29], [41]]",False
214,6,3,2,4,"[7, 13, 19, 25]","[[13], [13, 7, 19, 25]]",False
214,7,3,3,15,"[29, 35, 41, 47]","[[29], [29, 47, 41, 35]]",True
214,8,3,3,2,"[3, 9, 15, 21]","[[3], [3, 15, 21, 9]]",True
214,9,3,1,14,"[27, 33, 39, 45]","[[33], [33, 39, 45, 27]]",False
214,10,3,3,18,"[12, 18, 24, 30]","[[18], [24, 18, 12, 30]]",False
215,1,3,3,19,"[22, 28, 34, 40]","[[28], [40, 28, 34, 22]]",False
215,2,3,3,17,"[2, 8, 14, 20]","[[2], [2, 14, 20, 8]]",True
215,3,3,2,7,"[13, 19, 25, 31]","[[31], [31, 19, 13, 25]]",False
215,4,3,2,16,"[31, 37, 43, 49]","[[49], [49, 37, 31, 43]]",False
215,5,3,3,7,"[13, 19, 25, 31]","[[31], [31, 19, 25, 13]]",False
215,6,1,3,12,"[23, 29, 35, 41]","[[35], []]",False
215,7,1,3,6,"[11, 17, 23, 29]","[[11], []]",True
215,8,1,2,2,"[3, 9, 15, 21]","[[3], []]",True
215,9,1,2,5,"[9, 15, 21, 27]","[[15], []]",False
215,10,1,3,20,"[32, 38, 44, 50]","[[38], []]",False
216,1,2,3,9,"[17, 23, 29, 35]","[[35], [35]]",False
216,2,2,2,7,"[13, 19, 25, 31]","[[31], [25]]",False
216,3,2,1,3,"[5, 11, 17, 23]","[[11], [11]]",False
216,4,2,2,4,"[7, 13, 19, 25]","[[7], [7]]",True
216,5,2,1,10,"[19, 25, 31, 37]","[[19], [19]]",True
216,6,3,3,8,"[15, 21, 27, 33]","[[15], [15, 21, 33, 27]]",True
216,7,3,2,4,"[7, 13, 19, 25]","[[7], [7, 25, 19, 13]]",True
216,8,3,1,2,"[3, 9, 15, 21]","[[3], [3, 9, 21, 15]]",True
216,9,3,2,11,"[21, 27, 33, 39]","[[21], [21, 39, 33, 27]]",True
216,10,3,1,4,"[7, 13, 19, 25]","[[25], [19, 25, 7, 13]]",False
217,1,6,3,12,"[23, 29, 35, 41]","[[35, 29, 41, 23], [35, 29, 41, 23]]",False
217,2,6,3,14,"[27, 33, 39, 45]","[[45, 33, 39, 27], [45, 39, 33, 27]]",False
217,3,6,2,1,"[1, 7, 13, 19]","[[19, 1, 7, 13], [1, 19, 7, 13]]",False
217,4,6,3,10,"[19, 25, 31, 37]","[[19, 37, 31, 25], [37, 19, 25, 31]]",True
217,5,6,2,8,"[15, 21, 27, 33]","[[15, 33, 27, 21], [15, 33, 27, 21]]",True
217,6,2,3,18,"[12, 18, 24, 30]","[[12], [18]]",True
217,7,2,3,7,"[13, 19, 25, 31]","[[13], [13]]",True
217,8,2,2,16,"[31, 37, 43, 49]","[[31], [31]]",True
217,9,2,3,8,"[15, 21, 27, 33]","[[15], [15]]",True
217,10,2,2,20,"[32, 38, 44, 50]","[[38], [38]]",False
218,1,2,1,10,"[19, 25, 31, 37]","[[19], [25]]",True
218,2,2,1,16,"[31, 37, 43, 49]","[[31], [31]]",True
